id,userName,title,artist,genre,year,listenedQty
390,Deloria Sophronia,Aarhus,Maurene LaRue,boy band,2015,36
391,Nita Cleo,Baltimore,Phedra Bord,big room,2003,25
392,Vonny Raffo,Casablanca,Magdalena Rosemary,canadian pop,2013,44
393,Ottilie Merna,Maceió,Augustine Dex,art pop,2016,67
394,Harmonia Buttaro,Cuiabá,Adele Truc,neo mellow,2003,78
395,Asia Margret,Quetzaltenango,Adelle Jagir,latin,2014,25
396,Sonni Salvidor,Serekunda,Lyssa Rozanna,boy band,2021,32
397,Dale Eachern,Banda Aceh,Leia Ephrem,edm,2012,80
398,Kial Valerio,Beijing,Dolli Lytton,barbadian pop,2000,60
399,Isa Gordon,Ouagadougou,Jennica Trace,big room,2020,81
400,Arlina Hashim,Manama,Rosanne Ilka,art pop,2018,45
401,Carree Lymann,Fukuoka,Chrystel Gusella,neo mellow,2022,74
402,Beatriz Ade,Virginia Beach,Katleen Melony,latin,2004,26
403,Kenna Vorster,Brisbane,Jillayne Faso,barbadian pop,2021,42
404,Addia Junie,Kandy,Elise Baptlsta,hip pop,2002,30
405,Ivett Radu,San Juan,Corene Scammon,latin,2006,62
406,Starla Gunn,Dammam,Benita Eugenia,hip pop,2010,57
407,Konstance Adlare,Abu Dhabi,Aili Taam,dance pop,2009,32
408,Genovera Carolin,Dar es Salaam,Jacquetta Kendrick,electropop,2006,49
409,Gianina Whiffen,Rotterdam,Codie Decato,latin,2001,53
410,Henriette Corabella,Chengdu,Emmey Guildroy,latin,2018,38
411,Wileen Ciapas,Cebu City,Angelique Clarissa,hip pop,2006,75
412,Paulita Roumell,Santiago de Cuba,Camile Yerkovich,dance pop,2014,60
413,Kaia Pip,Andorra la Vella,Di Simmonds,art pop,2013,54
414,Clary Anis,Lubumbashi,Teddie Baudin,electropop,2008,74
415,Lacie Malina,Zamboanga City,Marcy Manolo,british soul,2014,33
416,Constance Jagir,Hat Yai,Chloris Kat,dance pop,2015,40
417,Peri Nerita,Samara,Rhoda Kiersten,latin,2006,28
418,Cordi Eckblad,Shijiazhuang,Alisha Tarrant,canadian pop,2018,28
419,Phylis Minetta,San Francisco,Emylee Nance,pop,2009,64
420,Lory Hylan,Detroit,Roz Maxi,barbadian pop,2013,66
421,Betta Taima,Barcelona,Gale Juan,pop,2001,66
422,Jackie Berl,Tijuana,Shannah Waite,british soul,2009,27
423,Kirbee Jacobah,Denver,Florencia Pyle,boy band,2001,18
424,Rozele Leffen,Djibouti (city),Cordi Carvey,canadian pop,2006,44
425,Alia Gerge,Chengdu,Brianna Caitlin,dance pop,2009,24
426,Andree Hanleigh,Buffalo,Dorthy Killigrew,canadian contemporary r&b,2009,76
427,Mady Lauraine,Campo Grande,Sindee Bashemeth,dance pop,2009,38
428,Myrtice Hazlett,Dubai,Codie Cressida,british soul,2021,50
429,Tami Chandler,Port Louis,Brana Alarise,art pop,2011,63
430,Barbara Dudley,Bulawayo,Jan Shanley,hip pop,2019,30
431,Agathe Ariella,Guwahati,Fred Jotham,british soul,2021,54
432,Elbertina Love,Veracruz,Brietta Holtz,latin,2008,66
433,Althea Maurine,Kathmandu,Kaia Kronfeld,big room,2006,66
434,Myriam Raseda,Dallas,Lucy Wadell,canadian contemporary r&b,2013,54
435,Tersina Hailee,Tallinn,Gavrielle Bow,dance pop,2022,40
436,Genovera Killigrew,Darwin,Shirlee Bultman,big room,2020,54
437,Corina Merell,Makassar,Sheree Tayib,electropop,2021,46
438,Ebonee Concha,St. Louis,Aubrie Marsden,electropop,2008,74
439,Trudie Korey,Hangzhou,Nyssa Lalitta,british soul,2002,73
440,Jessy Gino,São José dos Campos,Loree Elisha,hip pop,2009,67
441,Giustina Oneida,Da Nang,Alisha Junie,latin,2019,26
442,Gretal Talia,Port Elizabeth,Bee Brackely,pop,2021,58
443,Anallese Toni,Kingston,Cindelyn Bord,canadian pop,2003,79
444,Mildrid Vins,Majuro,Alisha Halsey,canadian pop,2004,70
445,Lynea Carri,Jakarta,Daune Dowski,british soul,2013,61
446,Amalie Hieronymus,Banda Aceh,Kittie Kannry,big room,2018,31
447,Lexine Stelle,Tijuana,Oona Shelba,latin,2018,64
448,Chloris Stefa,Chihuahua,Arlina Burkle,british soul,2017,64
449,Annice Ader,Abuja,Teriann Gladstone,latin,2019,31
450,Ermengarde Dichy,Valparaíso,Kore Gerge,british soul,2020,24
451,Annecorinne Joachim,Vladivostok,Doralynne Thad,canadian contemporary r&b,2015,76
452,Audrie Maisey,Ipoh,Jackie Dearborn,electropop,2006,44
453,Stevana Cordi,Antofagasta,Catharine Korey,canadian pop,2005,68
454,Sybille Friede,Cork (city),Raquela Marsden,big room,2017,55
455,Goldie Corrine,Nicosia,Perry Turne,british soul,2008,54
456,Brietta Dyche,Kota Bharu,Lanna Ball,canadian pop,2002,54
457,Imojean Claudine,Helsinki,Romona Eugenia,barbadian pop,2009,77
458,Fanny Liva,Kharkiv,Priscilla Rillings,hip pop,2001,68
459,Thalia Peg,South Tarawa,Ernesta Harned,neo mellow,2005,60
460,Rosaline Baylor,Zapopan,Ayn Alice,boy band,2006,36
461,Patricia Lemuela,Belize City,Sybille Tillford,edm,2003,39
462,Cissiee Hunfredo,Qingdao,Lyssa Ader,edm,2003,51
463,Gale Hedve,Shillong,Felice Meter,dance pop,2003,38
464,Gilda Croix,Manila,Ana Goth,neo mellow,2008,50
465,Doralynne Dawkins,Seville,Aurelie Gemini,canadian contemporary r&b,1999,25
466,Ruthe Esmaria,Gold Coast,Teddie Gladstone,canadian contemporary r&b,2004,67
467,Willetta Cath,Shijiazhuang,Karolina Drisko,barbadian pop,2017,19
468,Kassey Eno,Strasbourg,Carilyn Masao,art pop,1999,44
469,Lindie Hamil,Ibiza,Evita Azeria,neo mellow,2008,55
470,Sibella Oster,Hat Yai,Marcy Tufts,pop,1999,36
471,Kathy Mehalek,Zürich,Tiffie Joeann,canadian contemporary r&b,2014,76
472,Janeczka Brieta,Austin,Minda Han,barbadian pop,2008,63
473,Anthia Bryna,Accra,Leia Ajay,canadian pop,2018,65
474,Lexine Madox,Bamako,Harmonia Dorcy,dance pop,2021,73
475,Carolina Kirstin,Lubumbashi,Queenie Creamer,canadian contemporary r&b,2001,28
476,Mathilda Rese,Lucknow,Arlina Modie,canadian pop,2020,36
477,Sashenka Izaak,Birkirkara,Hettie Ruvolo,dance pop,2022,36
478,Stephanie Hunfredo,Gold Coast,Amalie Wenoa,art pop,2003,58
479,Zia Ethban,Veracruz,Trixi Pernick,pop,2010,31
480,Lisette Arathorn,Valdivia,Bibby Mauer,big room,2018,50
481,Marguerite Stefa,Cartagena,Ethel Bronk,british soul,2004,39
482,Shirlee Whittaker,Bandung,Dianemarie Morgun,art pop,2016,33
483,Danny Vins,San Salvador,Adele Granoff,barbadian pop,2022,81
484,Annabela Seligman,Valletta,Aili Raffo,canadian contemporary r&b,2020,30
485,Elie Friede,Virginia Beach,Marguerite Kenwood,dance pop,2002,24
486,Tina Bouchard,Wonsan,Gwyneth Christal,boy band,2006,71
487,Lilith Dunkin,Hat Yai,Kayla Arathorn,boy band,2017,50
488,Jeanna Chinua,Sarajevo,Brooks Halla,edm,2015,31
489,Justinn Tamar,Managua,Merle Barbey,british soul,2016,24
490,Danika Anis,Assis,Rivalee Kamaria,barbadian pop,2009,68
491,Katharina Pernick,Geneva,Beverley Toor,neo mellow,2003,27
492,Lolita Claudine,The Hague,Glenda Leler,hip pop,2009,38
493,Deedee Reidar,Shanghai,Dode Gino,electropop,2015,80
494,Alejandra Toni,Izmir,Aimil Jobi,big room,1999,74
495,Nannie Haldas,Timbuktu,Cristine Ioab,big room,2007,19
496,Nanete Sammons,Dhaka,Aili Pauly,art pop,2021,49
497,Juliane Joachim,Boston,Dorene Kimmie,canadian pop,2018,56
498,Gusty Gerge,Valletta,Selma Ammann,electropop,2022,72
499,Glenda Mullane,Rochester,Leontine Larochelle,dance pop,2009,80
500,Kirbee Annice,Lomé,Elfreda Marsden,dance pop,2005,81
501,Valeda Mauer,Mogadishu,Romona Kesley,hip pop,2003,39
502,Adriana Maryanne,Harbin,Hallie Sperling,dance pop,2001,54
503,Gale Corabella,Port Said,Asia Gavrila,art pop,2003,47
504,Pollyanna Autrey,Zürich,Belinda Durware,boy band,2020,56
505,Clo Barrus,Phuket (city),Anestassia Ashely,art pop,2006,50
506,Winifred O'Neill,Leeds,Janenna Auberbach,hip pop,2014,41
507,Annaliese Brandice,Puerto Williams,Gaylene Avi,british soul,2014,62
508,Kristan Lowry,City of Halifax,Demetris Jeanne,pop,2015,51
509,Aurelie Winnick,Kuala Lumpur,Christian Eugenia,british soul,2015,41
510,Rosene Carlson,Iloilo City,Nataline Cyrie,edm,2016,32
511,Leia Fry,Yamoussoukro,Rochette Brady,hip pop,2019,78
512,Karlee Thad,Kaesong,Gaylene Cavan,canadian contemporary r&b,2014,26
513,Meghann Henrie,Taipei,Tilly Lalitta,boy band,1999,57
514,Hayley Berl,Greenwich,Mady Ashely,canadian pop,2001,41
515,Courtnay Daveta,Blantyre,Cindelyn Phaidra,electropop,2015,72
516,Shel Shelba,Cannes,Emilia Morgun,neo mellow,2021,76
517,Ofilia Melleta,Tokyo,Babita Poll,boy band,2020,68
518,Vinita Granoff,Saskatoon,Karena August,british soul,2009,32
519,Allyce Grobe,Jamestown,Fernande Guildroy,big room,2011,33
520,Angelique Vernier,Brazzaville,Dania Stav,canadian contemporary r&b,2002,27
521,Cyndie Erskine,Mandurah,Karolina Pauly,latin,2018,76
522,Nessie Emmy,Amman,Lusa Audly,latin,2009,60
523,Candy Romelda,Padang,Tarra Helfand,edm,2018,72
524,Beth Terencio,Saipan,Tarra Alcott,dance pop,2019,51
525,Aigneis Sharl,Libreville,Viviene Eliathas,hip pop,2015,63
526,Allis Gladstone,Amman,Elbertina Campball,canadian pop,2022,68
527,Florencia Baptlsta,Aberdeen,Fredericka Flyn,hip pop,2004,68
528,Jerry Cornelia,Stockholm,Charmaine Woodberry,electropop,2019,45
529,Judy Wittie,Stepanakert,Heida Parette,electropop,2017,60
530,Nicoli Dosia,Shigatse,Ivett Garbe,big room,2001,30
531,Jasmina Manolo,Dhaka,Pamella Brunell,neo mellow,2010,44
532,Annaliese Hebner,Toulouse,Ada Yam,british soul,2008,36
533,Courtnay Florina,Taichung,Viviene Quent,british soul,2003,21
534,Clarice Delila,Padang,Corry Trey,hip pop,2012,51
535,Priscilla Wooster,N'Djamena,Wileen Bates,dance pop,2006,21
536,Sherrie Kamaria,Montevideo,Cherrita Elbertina,pop,2010,31
537,Minda Tannie,Balikpapan,Max Lorain,canadian contemporary r&b,2011,62
538,Lisette Alrich,Pekanbaru,Ann-Marie Delila,neo mellow,1999,48
539,Theodora Han,Chongjin,Jan Goerke,hip pop,2018,49
540,Doro Matthew,Hamilton,Sherrie Muriel,dance pop,2006,35
541,Deedee Kronfeld,Sarajevo,Cristine Gillan,british soul,2002,69
542,Valeda Erminia,Helsinki,Merci Haymes,dance pop,2013,56
543,Flo Oster,Cincinnati,Maridel Sabella,big room,2009,68
544,Bobbi Santoro,Ilhéus,Violet Lytton,canadian contemporary r&b,2022,31
545,Magdalena Bultman,Gaborone,Pierette Pillsbury,canadian contemporary r&b,2022,40
546,Cathyleen Merna,Buenos Aires,Collen Mauer,electropop,2001,30
547,Evaleen Dimitris,Ambon,Aaren Noman,canadian contemporary r&b,2009,44
548,Andree Alcott,Saint John,Shirlee Rozanna,boy band,2018,66
549,Arlina Martguerita,Santa Cruz de Tenerife,Aeriela Halsey,boy band,2012,37
550,Katuscha Cullin,Bandung,Gianina Lay,dance pop,2005,27
551,Sibella Lytton,Roseau,Janenna Nea,edm,2000,38
552,Kara-Lynn Ophelia,Memphis,Asia Wandie,british soul,2013,55
553,Merci Longfellow,Kawasaki,Lizzie Lynn,dance pop,2008,36
554,Tobe Wattenberg,George Town,Nannie Garrison,hip pop,2012,31
555,Kamilah Rooney,Changchun,Dorothy Ovid,dance pop,2001,59
556,Jolyn Wu,Labasa,Ardys Sothena,pop,2022,75
557,Odessa Pearse,Lanzhou,Abbie Serilda,boy band,2008,19
558,Joleen Adalbert,Adana,Sheelagh Colbert,dance pop,2013,24
559,Dorene Haerr,Alor Star,Binny Munn,pop,2004,34
560,Bobinette Roscoe,Yekaterinburg,Beverley Marijo,neo mellow,2005,65
561,Margarette Ulphia,Melbourne,Max Sheng,boy band,2001,35
562,Christian Gaynor,Medellín,Celene Mallon,hip pop,2003,72
563,Frieda Orlene,Medina,Codie Cavan,barbadian pop,2009,50
564,Thalia Christine,Islamabad,Sabina Haerr,dance pop,2011,60
565,Renie Randene,Tagbilaran,Kelly Stacy,barbadian pop,2001,62
566,Emelina Elo,Angra do Heroísmo,Jessy Stav,hip pop,2015,72
567,Gusty Berriman,Bandung,Stacey Oster,neo mellow,2010,79
568,Marylou Wandie,Johannesburg,Tybie Joeann,canadian pop,2008,36
569,Cyb Secrest,Saint-Pierre,Trixi Schenck,edm,2003,79
570,Yvonne Donoghue,Okinawa,Concettina Hashim,electropop,2019,63
571,Lolita Belldas,Kunming,Halette Prober,dance pop,2002,23
572,Delilah Serilda,Tripoli,Eadie Wenda,edm,2011,19
573,Gusella Maxi,Hargeisa,Cissiee Deny,canadian contemporary r&b,2001,57
574,Loree Gibbeon,Johannesburg,Benita Cleavland,hip pop,2016,51
575,Catharine Gilmour,George Town,Pearline Dimitris,latin,2006,50
576,Fawne Dawkins,Changchun,Nelle Vivle,latin,2004,20
577,Lauryn Mintz,Xining,Kaja Macey,british soul,2019,34
578,Dorene Merriott,Baghdad,Tybie Felizio,pop,2012,71
579,Sandie Nea,Ibiza,Catharine Hurley,dance pop,2022,52
580,Rosaline Karna,Valletta,Anallese Infield,barbadian pop,2001,44
581,Dorothy Koehler,Port Blair,Mara Raimondo,latin,2014,47
582,Edee Philoo,Lubumbashi,Briney Bryna,big room,2019,70
583,Susette Granoff,Nanning,Bibby Ade,neo mellow,2000,66
584,Consuela Kravits,Suez,Merci Leifeste,canadian pop,2000,39
585,Alia Clywd,Montevideo,Adele Solitta,british soul,2002,41
586,Marjie Beebe,Dubai,Carlie Hortensia,pop,2008,50
587,Nannie Serilda,Sucre,Verla Eben,dance pop,2003,41
588,Noelle Roumell,Rio Branco,Katharina Darrell,dance pop,2009,21
589,Ashlee Garlinda,Barranquilla,Viki Turne,neo mellow,2009,74
590,Fanny Sallyann,Thessaloniki,Thalia Wittie,dance pop,2016,47
591,Mignon Buttaro,Pune,Lisette Winthorpe,latin,2017,58
592,Gabriellia Robertson,Espoo,Donetta Urias,dance pop,2015,57
593,Cherrita Pip,Oklahoma City,Marcelline Goode,dance pop,2021,46
594,Claudina Brackely,Kuching,Nataline Anastatius,dance pop,2008,58
595,Janenna Gregrory,Ouagadougou,Fawne Lemuela,neo mellow,2006,21
596,Dyann Arley,Monrovia,Rivalee Gladstone,british soul,2018,22
597,Laurene Brieta,Beijing,Oona Tiffa,electropop,2012,28
598,Belinda Swanhildas,Angra do Heroísmo,Elyssa Dahlia,neo mellow,2000,79
599,Luci Sadowski,Surat Thani,June Granoff,british soul,2022,30
600,Ashlee Stelle,Ouagadougou,Concettina Lytton,neo mellow,2005,27
601,Zsa Zsa Barney,Lhasa,Shauna Elsinore,dance pop,2009,50
602,Ardeen Allina,Alexandria,Jasmina Harriman,canadian pop,2003,60
603,Tracey Mozelle,Brasília,Tera Lewes,hip pop,2022,46
604,Maridel Hull,San Carlos de Bariloche,Ardenia Jotham,edm,2018,72
605,Cissiee Zina,Mwanza,Maisey Joli,canadian pop,2011,43
606,Valeda Behre,Dallas,Deane Modie,edm,2016,66
607,Norine Forrer,Sana'a,Elvira Lesley,electropop,2002,70
608,Brandise Henebry,Hangzhou,Babita Lea,boy band,2002,26
609,Ketti Thornburg,Budapest,Maud Radu,dance pop,2002,73
610,Max Henebry,Sarajevo,Chere Harned,british soul,2017,61
611,Lynnea Roscoe,Port-au-Prince,Hettie Gahl,dance pop,2022,72
612,Dawn Carvey,Bandar Seri Begawan,Marcy Salchunas,hip pop,2016,79
613,Kelly Leifeste,Algiers,Sybille Bultman,british soul,2015,36
614,Sandie Gavrila,Malacca Town,Noelle Ralfston,dance pop,2005,24
615,Marnia Truc,Concepción,Blake Hermes,canadian contemporary r&b,2000,67
616,Netty Pearse,Apia,Bobinette Kylander,barbadian pop,2012,21
617,Hannis Llovera,Minneapolis,Winny Bethany,art pop,2005,51
618,Florie Dominy,Providence,Ekaterina Barbey,barbadian pop,2009,54
619,Diena Macey,Ushuaia,Dorothy Erlandson,canadian contemporary r&b,2002,32
620,Gerianna Wilona,Porto,Christal Baptlsta,boy band,2010,78
621,Keelia Rossner,Weno,Veda Atcliffe,hip pop,2015,80
622,Jasmina Lareena,Apia,Kalina Schroth,neo mellow,2007,60
623,Sarette Merriott,Willemstad,Sissy Bennie,big room,2018,43
624,Helena Gualtiero,Newcastle,Drucie Jacobah,neo mellow,2001,41
625,Dari Dielu,Milan,Carree Wilkinson,barbadian pop,2012,68
626,Johna Ashok,Yerevan,Louella Anyah,canadian contemporary r&b,2021,74
627,Cathyleen Ralfston,Asmara,Ursulina Faro,neo mellow,2021,35
628,Renie Wenoa,Livingstone,Chickie Nisbet,dance pop,2021,57
629,Maud Wandie,Ibadan,Evaleen Burnside,dance pop,2011,38
630,Arabel Faso,Islamabad,Florie Kaja,canadian contemporary r&b,2011,37
631,Ketti Howlyn,Bratsk,Sherrie Maisey,art pop,2007,53
632,Bernardine Brunell,Vladivostok,Carilyn Vary,dance pop,2002,45
633,Jany Voletta,Basra,Magdalena Ranjiv,boy band,2001,51
634,Taffy Jarib,Peshawar,Tonia Genna,latin,2001,76
635,Yvonne Silvan,Sucre,Karena Harned,british soul,2012,41
636,Sandie Primalia,Wellington,Therine Revkah,edm,2017,49
637,Antonietta Kiyoshi,Roseau,Ernesta Grimbly,latin,2005,21
638,Roxane Lowry,City of San Marino,Heddie Halla,neo mellow,2007,30
639,Tracey Letsou,Málaga,Gratia Jobi,electropop,2021,53
640,Bertine Stephie,Baghdad,Genevra Elbertina,boy band,2021,50
641,Nataline Girardo,Montevideo,Riannon Marijo,canadian contemporary r&b,2012,31
642,Lisette Gert,Timbuktu,Lexine Hepsibah,electropop,2016,46
643,Lyssa Klemperer,Kunming,Minne Girardo,canadian pop,2019,44
644,Tamqrah Barney,Milan,Priscilla Wildermuth,pop,2013,55
645,Mellicent Shaver,Kaliningrad,Clo Jaylene,barbadian pop,2016,19
646,Cam Edee,Stockholm,Candy Wenda,pop,2008,51
647,Jan Natalia,Apia,Daryl Donoghue,barbadian pop,2014,64
648,Noelle Buttaro,Labasa,Gavrielle Borrell,canadian contemporary r&b,2020,40
649,Esmeralda Arne,Banda Aceh,Riannon Erminia,canadian pop,2022,56
650,Leona Gibbeon,Dresden,Romona Emmy,boy band,2009,27
651,Linet Wiener,Dakar,Sabina Sophronia,latin,2013,41
652,Shaine Radu,San Fernando,Sara-Ann Deny,dance pop,2017,35
653,Steffane Secrest,Bangalore,Misha Kolnick,dance pop,2006,36
654,Max Dituri,Ambon,Alyda Johnsson,edm,1999,30
655,Darci Waldron,Port Moresby,Annice Gert,canadian contemporary r&b,2004,56
656,Lizzie Maisey,Cotonou,Asia Maxi,canadian contemporary r&b,2000,41
657,Fina Alfons,Salt Lake City,Karly Alfons,pop,2010,28
658,Gerrie Grimbly,Cleveland,Lory Joeann,dance pop,2003,37
659,Tressa Gwenore,Cali,Angelique Oneida,barbadian pop,2016,28
660,Goldie Terencio,Antofagasta,Penelopa Blake,boy band,2002,64
661,Madalyn Carri,Charlotte,Helena Honoria,british soul,2009,30
662,Raina Borrell,La Serena,Myriam Stevy,canadian pop,2009,51
663,Frieda Danby,Canberra,Maridel Bryna,electropop,2017,23
664,Blake Rona,Porto-Novo,Courtnay Lay,barbadian pop,1999,26
665,Queenie Ovid,Lima,Dorthy Rosalba,pop,2021,34
666,Lucy Eiser,Multan,Louella Swigart,canadian contemporary r&b,2010,58
667,Caritta Newell,Belgrade,Bernardine Vivle,canadian pop,2011,32
668,Shauna Cornelia,Mandurah,Demetris Syd,pop,2005,19
669,Hettie Gino,Jacksonville,Jasmina Etom,big room,2022,50
670,Lorenza Ciro,Makati City,Ayn McGrody,boy band,1999,70
671,Oralee Merna,Calgary,Daune Pascia,edm,2011,21
672,Dione Winnick,New Delhi,Lolita Olin,british soul,2001,68
673,Ivett Warthman,Tórshavn,Adriana Danby,canadian pop,2020,23
674,Blake Burnside,Virginia Beach,Jordan Cleo,barbadian pop,2015,19
675,Ebonee Fillbert,Kabul,Lily Eno,dance pop,2006,21
676,Alex Paine,Wellington,Odessa Bord,electropop,2010,42
677,Edyth Deny,Lviv,Allis Johnsson,canadian pop,2009,46
678,Aubrie Louanna,Bandar Seri Begawan,Elie Zitvaa,art pop,2005,29
679,Liana Izaak,Nagpur,Dari Chem,latin,2003,64
680,Chrystel Ricki,Port Louis,Imojean Francyne,pop,2011,69
681,Libbie Raama,Cayenne,Candi Ramona,big room,2015,62
682,Sarette Monk,Turin,Christy Terrence,edm,2011,49
683,Di Darrell,Ottawa,Jaclyn Kunin,electropop,2011,59
684,Bertine Oster,Omsk,Mireielle Stilwell,electropop,1999,73
685,Beverley McCutcheon,Dublin,Gui Deny,neo mellow,2009,35
686,Kirbee Halla,Alofi,Jasmina Nea,canadian contemporary r&b,2019,77
687,Jaime Israeli,Copenhagen,Desirae Kunin,big room,2007,41
688,Sonni Yusuk,Manila,Binny Slifka,dance pop,2022,78
689,Amara Juan,Kaliningrad,Hannis Joeann,canadian contemporary r&b,2017,49
690,Babita Danby,Surabaya,Jolyn Kevon,dance pop,2004,54
691,Ilse Wiener,Gothenburg,Eugine Lorain,boy band,2017,81
692,Maud Cyrie,Chiang Mai,Roberta Elisha,canadian contemporary r&b,2016,25
693,Jobi Laverne,Norilsk,Janey Rosette,latin,2021,75
694,Roseline Revkah,Baku,Antonietta Rurik,dance pop,2021,48
695,Carolina Kannry,Balikpapan,Dede Schenck,edm,2008,78
696,Alameda Delacourt,Assis,Agathe Dorcy,canadian pop,2021,69
697,Elyssa Hillel,Stockholm,Myrtice Buckler,big room,2005,54
698,Devina Mallon,Wollongong,Nessie Fabiola,canadian pop,2021,76
699,Ninnetta Lorain,Austin,Jolyn Secrest,dance pop,2001,22
700,Ruthe Glovsky,Campo Grande,Lily Clywd,barbadian pop,2008,55
701,Dale Firmin,Guatemala City,Lory Rustice,big room,2006,41
702,Gui Colleen,Praia,Sidoney Sheng,dance pop,1999,30
703,Donnie Longfellow,Havana,Aurelie Flyn,latin,2020,34
704,Elmira Ricarda,Bandung,Joleen Bertold,british soul,2022,21
705,Joelly Merat,Dammam,Loree Ashok,electropop,2012,61
706,Brandise Afton,Dresden,Elie Ardra,british soul,2010,41
707,Ursulina Amadas,Seattle,Paola Hunfredo,dance pop,2007,53
708,Katleen Estella,Shenzhen,Penelopa Paton,dance pop,2014,57
709,Elka Fiann,Lubumbashi,Gavrielle Sisile,latin,2013,33
710,Norine Arley,Kathmandu,Dorothy Krystle,dance pop,2006,40
711,Elena Dimitris,Malang,Alejandra Ramona,neo mellow,2006,40
712,Fina Center,Vilnius,Esmeralda Doig,electropop,2021,79
713,Shel Hanshaw,Istanbul,Trudie Israeli,british soul,2017,25
714,Edee Ferino,Amritsar,Marleah Hermes,canadian pop,2020,34
715,Max Kellby,Chisinau,Allis Lacombe,edm,2015,23
716,Julieta Creamer,Brussels,Rhoda Doig,dance pop,2017,62
717,Lorne Mauer,Manchester,June Kravits,hip pop,2017,34
718,Ethel Zeeba,Tegucigalpa,Meg Ackerley,latin,2015,52
719,Florencia Rooney,Harare,Fanny Lissi,big room,2017,60
720,Annaliese Carleen,Pontianak,Dawn Millda,latin,2017,20
721,Caressa Ephrem,Mendoza,Gerianna Karylin,latin,2021,48
722,Felice Nelsen,Invercargill,Nananne Nikaniki,neo mellow,2003,24
723,Kalina Reinke,Guangzhou,Mary Sisile,neo mellow,2002,32
724,Dyann Urania,Lyon,Camile Moina,dance pop,2000,53
725,Georgetta Dowski,Mexicali,Celestyna Goldina,hip pop,2005,24
726,Roslyn Revkah,Espoo,Nyssa Corilla,dance pop,2014,73
727,Deirdre Christal,Siem Reap,Claresta Phyllis,edm,1999,32
728,Hyacinthe Cutlerr,Hamilton,Althea Isacco,big room,2021,24
729,Camile Brenn,Curitiba,Leona Cath,british soul,2009,30
730,Robbi Briney,Osaka,Dawn Autrey,hip pop,2001,41
731,Lisette Tamsky,Kathmandu,Albertina Lail,hip pop,2004,59
732,Correy Thunell,London,Shaylyn Kathie,art pop,2011,68
